pwm,tf,nvar,cons_aff,best_aff,dT,dN,dS,d_rep,same,rho,bucket
DLX4_1	Dlx4_bulyk_cell08-3488.2,DLX4,6,0.5401117857210869,0.2548030157896449,-0.5511570052018318,-0.7048540424161618,0.15369703721433003,0,False,0.4285714285714286,neutral
DLX4_2	DLX4_jolma_DBD_M476,DLX4,8,0.09532067987968619,0.09451964739954909,0.44424990804614256,-0.2870849149776569,0.7313348230237995,0,False,0.19047619047619052,other
DLX4_Hsapiens-HOCOMOCOv10-DLX4_HUMAN.H10MO.D,DLX4,4,0.6678482055451908,0.37608424414087804,0.3317171699853726,-0.2090785880496261,0.5407957580349987,0,False,0.0,other
DLX4_Hsapiens-SwissRegulon-DLX4.SwissRegulon,DLX4,9,0.8124795687700015,0.030881771815778142,0.18054251676596436,-0.5901645686521552,0.7707070854181195,0,False,-0.18333333333333335,normal-suppression
DLX4_Hsapiens-jolma2013-DLX4,DLX4,8,0.01765794551405253,0.01111621257312061,0.9063716481686679,0.256051050046087,0.6503205981225808,0,False,0.2142857142857143,tumor-gain
DLX5_1	Dlx5_bulyk_cell08-3419.2,DLX5,8,0.416902420273978,0.24244975340837194,0.7123491563729673,-0.03967159824531988,0.7520207546182871,0,False,0.261904761904762,tumor-gain
DLX5_2	DLX5_jolma_FL_M477,DLX5,2,0.0750133522885507,0.0750133522885507,0.0,0.0,0.0,0,True,,neutral
DLX5_Hsapiens-HOCOMOCOv10-DLX5_HUMAN.H10MO.D,DLX5,3,0.9036379098099019,0.7869440400326668,0.5201909916708859,-0.014214602301635144,0.5344055939725211,0,False,,tumor-gain
DLX5_Hsapiens-SwissRegulon-DLX5.SwissRegulon,DLX5,10,0.18134070098701655,0.18134070098701655,0.0,0.0,0.0,0,True,0.4666666666666666,neutral
DLX6_1	DLX6_jolma_DBD_M478,DLX6,4,0.09043851717519057,0.09043851717519057,0.0,0.0,0.0,0,True,0.39999999999999997,neutral
DLX6_Hsapiens-SwissRegulon-DLX6.SwissRegulon,DLX6,3,0.0034659220534705,0.0034659220534705,0.0,0.0,0.0,0,True,,neutral
DLX6_Hsapiens-hPDI-DLX6,DLX6,4,1.0,0.08637237298057537,-0.07849266124570253,-0.48723337916571174,0.4087407179200092,0,False,-0.7999999999999999,neutral
DLX6_Hsapiens-jaspar2016-DLX6-MA0882.1,DLX6,6,0.016479596886782587,0.012550855908085495,1.4210004507087914,-0.10503829099856327,1.5260387417073547,0,False,-0.3714285714285715,tumor-gain
DLX6_Hsapiens-jaspar2018-DLX6-MA0882.1,DLX6,4,0.0053174802555719216,0.001974652533842307,0.41820078799167765,0.05807911928138511,0.36012166871029255,0,False,-0.7999999999999999,neutral
DLX6_Hsapiens-jolma2013-DLX6,DLX6,3,0.005954304936877433,0.005954304936877433,0.0,0.0,0.0,0,True,,neutral
DMBX1_1	Dmbx1_bulyk_cell08-2277.1,DMBX1,3,0.22300907813202717,0.03624969720340378,0.44946536111548835,-0.41568128867987375,0.8651466497953622,0,False,,other
DMBX1_2	DMBX1_jolma_DBD_M479,DMBX1,7,1.0,0.6469271952768838,0.6162001344767168,0.11042102551628043,0.5057791089604364,0,False,-0.642857142857143,tumor-gain
DMBX1_Hsapiens-SwissRegulon-DMBX1.SwissRegulon,DMBX1,4,0.43684654336245826,0.43684654336245826,0.0,0.0,0.0,0,True,0.39999999999999997,neutral
DMBX1_Hsapiens-jolma2013-DMBX1,DMBX1,3,0.9111608876324991,0.5961475416136178,-0.600182730360968,-0.9197121735329656,0.3195294431719976,0,False,,neutral
DMC1_Hsapiens-SwissRegulon-DMC1.SwissRegulon,DMC1,9,0.5666226064657557,0.0434711383729693,-0.3811665347902826,-0.6713372497815451,0.29017071499126246,0,False,-0.11666666666666665,neutral
DMRT1_1	DMRT1_transfac_M01146,DMRT1,10,1.0,0.7504570367184854,0.05392654841283733,-0.31357545918395674,0.3675020075967941,0,False,0.4787878787878787,neutral
DMRT2_1	DMRT2_transfac_M01147,DMRT2,7,1.0,0.500748127434784,0.5749004008233861,0.38208616543409507,0.19281423538929104,0,False,-0.30631873731649006,neutral
DMRT3_1	DMRT3_transfac_M01148,DMRT3,5,0.7504990019960079,0.5391705069124424,0.5260531960152734,0.02569928904804845,0.500353906967225,0,False,0.3,tumor-gain
DMRT3_Hsapiens-jaspar2016-DMRT3-MA0610.1,DMRT3,7,1.0,0.38468912818884454,0.01962976150235976,-0.859974734079709,0.8796044955820688,0,False,0.0,normal-suppression
DMRT3_Hsapiens-jaspar2018-DMRT3-MA0610.1,DMRT3,8,0.38468912818884454,0.3367635403781806,-0.7973329246230383,-0.8304671625010416,0.03313423787800329,0,False,0.13253974049576697,neutral
DMRTA2_1	DMRT5_transfac_M01150,DMRTA2,9,1.0,0.4636477939908672,0.9416899654865364,0.04747282799337631,0.8942171374931601,0,False,-0.705907277725455,tumor-gain
DMRTC2_1	DMRT7_transfac_M01151,DMRTC2,9,1.0,0.500936681807038,0.33820518819720363,-0.18008829300563012,0.5182934812028337,0,False,0.049999999999999996,other
DNMT3A_Hsapiens-hPDI-DNMT3A,DNMT3A,4,1.0,0.6672212978369385,0.5024936772497148,-0.028810132998139008,0.5313038102478539,0,False,0.0,tumor-gain
DOBOX4_1	Dobox4_bulyk_cell08-3956.2,DOBOX4,2,0.20789357282919002,0.20789357282919002,0.0,0.0,0.0,0,True,,neutral
DOBOX5_1	Dobox5_bulyk_cell08-3493.1,DOBOX5,2,0.4823102358087437,0.4823102358087437,0.0,0.0,0.0,0,True,,neutral
DPRX_1	DPRX_jolma_DBD_M480,DPRX,8,0.9133435906718558,0.5854256038172221,0.10457454186589052,-0.44177909530734566,0.5463536371732362,0,False,-0.04761904761904763,other
DPRX_2	DPRX_jolma_DBD_M481,DPRX,8,0.9538879588057734,0.6872859751921467,-0.7452841554772709,-1.51384028144669,0.7685561259694191,0,False,-0.11904761904761905,divergent
DPRX_Hsapiens-HOCOMOCOv10-DPRX_HUMAN.H10MO.D,DPRX,9,1.0,0.712232485073401,0.5244531611164271,-0.7250075756739208,1.2494607367903479,0,False,0.13333333333333333,tumor-gain
DPRX_Hsapiens-SwissRegulon-DPRX.SwissRegulon,DPRX,6,0.4658695505928523,0.3474578752754998,0.2998510256183269,-0.310452706042835,0.6103037316611619,0,False,0.2571428571428572,other
DPRX_Hsapiens-jolma2013-DPRX,DPRX,8,0.6308571166415047,0.51769186805819,-0.3399531042237168,-0.6417012528680393,0.3017481486443225,0,False,-0.19047619047619052,neutral
DPRX_Hsapiens-jolma2013-DPRX-2,DPRX,5,0.48950662661883,0.4443879845710584,-0.159064896982591,-1.361623957537732,1.202559060555141,0,False,0.0,normal-suppression
DRGX_1	DRGX_jolma_DBD_M482,DRGX,3,0.46529433329476827,0.46529433329476827,0.0,0.0,0.0,0,True,,neutral
DRGX_Hsapiens-HOCOMOCOv10-DRGX_HUMAN.H10MO.D,DRGX,5,0.0304543624117632,0.014376398135625136,0.16226605627302526,-0.6140103454794881,0.7762764017525133,0,False,0.09999999999999999,normal-suppression
DRGX_Hsapiens-SwissRegulon-DRGX.SwissRegulon,DRGX,3,0.2580210789304824,0.2580210789304824,0.0,0.0,0.0,0,True,,neutral
DRGX_Hsapiens-jolma2013-DRGX,DRGX,4,0.36964034856969286,0.19683465030362138,-0.07577983413094969,-1.6586685042941314,1.5828886701631817,0,False,-0.39999999999999997,normal-suppression
DTL_Hsapiens-hPDI-DTL,DTL,3,0.5007488766849718,0.33466400532268864,2.2420875128523443,0.5380313198668926,1.7040561929854516,0,False,,tumor-gain
DUSP26_Hsapiens-hPDI-DUSP26,SP2,8,1.0,0.5012468827930174,0.39141633085597716,-0.12741229082413064,0.5188286216801078,0,False,0.3132757502627219,other
DUX4_1	Duxl_bulyk_cell08-1286.2,DUX4,9,0.9194305477452382,0.5464740793202022,0.05584862891644445,-2.5220274079376295,2.577876036854074,0,False,-0.2333333333333333,normal-suppression
DUX4_Hsapiens-jaspar2016-DUX4-MA0468.1,DUX4,2,0.22998023346699076,0.20188796395430425,0.9580112730387488,0.6593547362533727,0.29865653678537607,0,False,,neutral
DUX4_Hsapiens-jaspar2018-DUX4-MA0468.1,DUX4,3,0.1808901191498148,0.10135506833832497,1.2471158557619102,0.05241039820393898,1.1947054575579712,0,False,,tumor-gain
DUXA_1	DUXA_jolma_DBD_M483,DUXA,4,0.7780923066665926,0.5159806244553283,1.0259795441369424,-1.6751272824027028,2.701106826539645,0,False,-0.6000000000000001,tumor-gain
DUXA_Hsapiens-HOCOMOCOv10-DUXA_HUMAN.H10MO.D,DUXA,2,0.3987314061985249,0.3987314061985249,0.0,0.0,0.0,0,True,,neutral
DUXA_Hsapiens-SwissRegulon-DUXA.SwissRegulon,DUXA,4,0.4559067248018249,0.4559067248018249,0.0,0.0,0.0,0,True,0.39999999999999997,neutral
DUXA_Hsapiens-jaspar2018-DUXA-MA0884.1,DUXA,3,0.4950461595504201,0.41704738845479983,0.09767407389146814,-0.23611033419086255,0.3337844080823307,0,False,,neutral
DUXA_Hsapiens-jolma2013-DUXA,DUXA,6,0.5838939470361424,0.5838939470361424,0.0,0.0,0.0,0,True,0.08571428571428573,neutral
E2F1_Hsapiens-HOCOMOCOv10-E2F1_HUMAN.H10MO.A,E2F1,8,0.9955955867779525,0.6352616542884345,-0.9520693892713771,-1.2259113155895913,0.27384192631821425,0,False,0.8571428571428572,neutral
E2F1_Hsapiens-SwissRegulon-E2F1.SwissRegulon,E2F1,8,1.0,0.3311264284418649,0.243774185596112,-1.0255234773352817,1.2692976629313937,0,False,-0.5476190476190477,normal-suppression
E2F1_Hsapiens-jaspar2016-E2F1-MA0024.3,E2F1,10,0.15934507349964067,0.12124936472808326,0.3903875162043986,-0.10604234594345911,0.4964298621478577,0,False,-0.006060606060606061,neutral
E2F1_Hsapiens-jaspar2018-E2F1-MA0024.2,E2F1,3,0.3822812217608312,0.3490787039830336,1.2617409346378996,-0.9633681499584991,2.2251090845963986,0,False,,tumor-gain
E2F1_Hsapiens-jaspar2018-E2F1-MA0024.3,E2F1,7,0.11516551494626406,0.07044720391060523,-0.05652645340119167,-1.4641221125000234,1.4075956590988317,0,False,-0.5714285714285715,normal-suppression
E2F1_Hsapiens-jolma2013-E2F1,E2F1,9,0.2786462780879852,0.23509329920218922,0.3509720281413178,0.23364562613921908,0.1173264020020987,0,False,0.16666666666666669,neutral
E2F1_Hsapiens-jolma2013-E2F1-2,E2F1,9,0.08172015070659501,0.0589411734732872,0.7839375632727124,0.7829680174020783,0.0009695458706340254,0,False,0.41666666666666663,neutral
E2F1_Hsapiens-jolma2013-E2F1-4,E2F1,7,0.584026622296173,0.4250357087854181,0.09410628406796792,-0.5660773302029909,0.6601836142709588,0,False,0.25,normal-suppression
E2F2_1	E2F2_bulyk_sc09-primary,E2F2,10,1.0,0.5879027336666703,0.3010934165402611,-0.06642597738613801,0.3675193939263991,0,False,-0.01818181818181818,neutral
E2F2_2	E2F2_jolma_DBD_M73,E2F2,6,1.0,0.620976803725445,-0.038222339062374926,-1.405524958398717,1.3673026193363422,0,False,-0.08571428571428573,normal-suppression
E2F2_3	E2F2_jolma_DBD_M74,E2F2,5,0.7633447109914587,0.46330128155510536,0.1341458901845564,-0.577931180215854,0.7120770704004104,0,False,-0.3,normal-suppression
E2F2_4	E2F2_jolma_DBD_M751,E2F2,3,0.37055020480114514,0.22323676555530492,-0.7508153525033873,-0.8507621039015352,0.0999467513981479,0,False,,neutral
E2F2_Hsapiens-HOCOMOCOv10-E2F2_HUMAN.H10MO.B,E2F2,7,1.0,1.0,0.0,0.0,0.0,0,True,0.5929994533288809,neutral
E2F2_Hsapiens-SwissRegulon-E2F2.SwissRegulon,E2F2,10,0.027610747752854777,0.008265008663807657,2.0114468301063573,-0.2630515317714887,2.274498361877846,0,False,-0.49090909090909085,tumor-gain
E2F2_Hsapiens-jaspar2016-E2F2-MA0864.1,E2F2,8,0.11069778043093127,0.07940038968265271,0.9543804028720401,0.004749006537355624,0.9496313963346844,0,False,-0.7380952380952381,tumor-gain
E2F2_Hsapiens-jaspar2018-E2F2-MA0864.1,E2F2,5,0.085561579611526,0.04430536990407192,-0.39312425388138145,-0.49674913738518006,0.10362488350379861,0,False,-0.09999999999999999,neutral
E2F2_Hsapiens-jolma2013-E2F2,E2F2,9,0.19491768745052895,0.1153409861094266,0.3389780066308623,-0.889878815299434,1.2288568219302962,0,False,-0.35,normal-suppression
E2F2_Hsapiens-jolma2013-E2F2-2,E2F2,8,0.41797713100844064,0.29486582494046226,-0.1860572951483928,-1.0219830222368638,0.835925727088471,0,False,-0.4523809523809524,normal-suppression
E2F2_Hsapiens-jolma2013-E2F2-3,E2F2,6,0.042796125714395464,0.031551902122207674,0.0578207282721972,-0.7138558252220525,0.7716765534942497,0,False,-0.2571428571428572,normal-suppression
E2F3_Hsapiens-HOCOMOCOv10-E2F3_HUMAN.H10MO.B,E2F3,5,1.0,0.5007488766849718,2.0781085276718874,0.1807246565043863,1.897383871167501,0,False,0.05129891760425771,tumor-gain
E2F3_Hsapiens-SwissRegulon-E2F3.SwissRegulon,E2F3,9,0.5410300444081162,0.2028257131337135,2.0700670072819713,0.4918671157352544,1.578199891546717,0,False,-0.2833333333333333,tumor-gain
E2F3_Hsapiens-jaspar2016-E2F3-MA0469.2,E2F3,5,0.3475252880847777,0.3475252880847777,0.0,0.0,0.0,0,True,0.9999999999999999,neutral
E2F3_Hsapiens-jaspar2018-E2F3-MA0469.2,E2F3,5,0.3154435649637946,0.21211701578345485,-0.17940066269551497,-0.6915940282835543,0.5121933655880393,0,False,0.09999999999999999,normal-suppression
E2F3_Hsapiens-jolma2013-E2F3,E2F3,5,0.3764693814410822,0.29081046773769453,0.7479989098709898,0.16484510460972673,0.583153805261263,0,False,0.19999999999999998,tumor-gain
E2F3_Hsapiens-jolma2013-E2F3-2,E2F3,4,0.20080710025101475,0.20080710025101475,0.0,0.0,0.0,0,True,1.0,neutral
E2F3_Hsapiens-jolma2013-E2F3-3,E2F3,3,0.28640445566108774,0.26102966833105984,-0.2211522256458185,-0.7456690184438838,0.5245167927980653,0,False,,normal-suppression
E2F4_Hsapiens-HOCOMOCOv10-E2F4_HUMAN.H10MO.A,E2F4,4,0.8241743145175029,0.6702502964342871,-0.08466263443183446,-0.6374290563213535,0.5527664218895191,0,False,-0.39999999999999997,normal-suppression
E2F4_Hsapiens-JASPAR_2014-E2F4-MA0470.1,E2F4,2,0.4587458435210689,0.4587458435210689,0.0,0.0,0.0,0,True,,neutral
E2F4_Hsapiens-SwissRegulon-E2F4.SwissRegulon,E2F4,7,0.11834906680673492,0.11834906680673492,0.0,0.0,0.0,0,True,0.642857142857143,neutral
E2F4_Hsapiens-jaspar2016-E2F4-MA0470.1,E2F4,8,0.4375663330501547,0.3706944200942849,1.0197983969774662,-0.9568017195406079,1.9766001165180742,0,False,-0.4285714285714286,tumor-gain
E2F4_Hsapiens-jaspar2018-E2F4-MA0470.1,E2F4,6,0.35754245190425377,0.2662895936421158,0.6202833932452174,-0.28265988023575817,0.9029432734809756,0,False,-0.028571428571428574,tumor-gain
E2F4_Hsapiens-jolma2013-E2F4,E2F4,10,0.009986275265196833,0.005282096188128708,1.884631617525323,0.47486357866427603,1.409768038861047,0,False,-0.2127669402880226,tumor-gain
E2F4_Hsapiens-jolma2013-E2F4-2,E2F4,8,0.0010331579584484183,0.0010331579584484183,0.0,0.0,0.0,0,True,0.21821789023599236,neutral
E2F5_Hsapiens-HOCOMOCOv10-E2F5_HUMAN.H10MO.B,E2F5,10,1.0,0.6009577015163603,0.674744926944615,-0.6081519326778156,1.2828968596224306,0,False,-0.019069251784911846,tumor-gain
E2F5_Hsapiens-SwissRegulon-E2F5.SwissRegulon,E2F5,10,0.5038349424241806,0.3684483245270194,0.2504751215083374,-0.952777090830464,1.2032522123388014,0,False,0.1768325556625402,normal-suppression
E2F6_Hsapiens-HOCOMOCOv10-E2F6_HUMAN.H10MO.C,E2F6,3,0.5952848357414658,0.5952848357414658,0.0,0.0,0.0,0,True,,neutral
E2F6_Hsapiens-JASPAR_2014-E2F6-MA0471.1,E2F6,5,0.5783516958567013,0.4274006037961401,0.6275234711833854,-0.6567001323402201,1.2842236035236054,0,False,-0.7,tumor-gain
E2F6_Hsapiens-SwissRegulon-E2F6.SwissRegulon,E2F6,2,0.4619416501387913,0.4193512763429921,-1.7579866127686723,-1.9521433657682903,0.194156752999618,0,False,,neutral
E2F6_Hsapiens-jaspar2016-E2F6-MA0471.1,E2F6,5,0.39149651601826,0.39149651601826,0.0,0.0,0.0,0,True,0.39999999999999997,neutral
E2F6_Hsapiens-jaspar2018-E2F6-MA0471.1,E2F6,6,0.27816525707474615,0.2218775128621707,-0.009989848560345136,-0.5955510678530909,0.5855612192927457,0,False,-0.2571428571428572,normal-suppression
E2F7_1	E2F7_jolma_DBD_M78,E2F7,4,0.3166726780555161,0.3166726780555161,0.0,0.0,0.0,0,True,0.7999999999999999,neutral
E2F7_Hsapiens-HOCOMOCOv10-E2F7_HUMAN.H10MO.D,E2F7,8,1.0,0.6672212978369385,-0.00803963038635066,-0.2320358045583319,0.22399617417198123,0,False,0.5400617248673217,neutral
E2F7_Hsapiens-SwissRegulon-E2F7.SwissRegulon,E2F7,8,1.0,0.6108854787324591,-0.31105746544578,-1.7232948235668897,1.4122373581211096,0,False,-0.28571428571428575,normal-suppression
E2F7_Hsapiens-jaspar2016-E2F7-MA0758.1,E2F7,6,0.024560126316316294,0.021249974774483912,-0.09030068304898275,-1.5184984527886525,1.4281977697396697,0,False,0.2,normal-suppression
E2F7_Hsapiens-jaspar2018-E2F7-MA0758.1,E2F7,8,0.009477002723337315,0.007777495839621342,0.01863535394774001,-0.13306764601028928,0.1517029999580293,0,False,0.07142857142857144,neutral
E2F7_Hsapiens-jolma2013-E2F7,E2F7,7,0.008917500229832481,0.003944348717948685,-0.7673272581162704,-0.9766576061893552,0.2093303480730847,0,False,-0.14285714285714288,neutral
E2F8_1	E2F8_jolma_DBD_M754,E2F8,5,1.0,1.0,0.0,0.0,0.0,0,True,0.8999999999999998,neutral
E2F8_Hsapiens-HOCOMOCOv10-E2F8_HUMAN.H10MO.D,E2F8,4,0.6674426338543398,0.6674426338543398,0.0,0.0,0.0,0,True,0.7999999999999999,neutral
E2F8_Hsapiens-SwissRegulon-E2F8.SwissRegulon,E2F8,6,0.00199022758029782,0.0010160584269459769,0.3122137021064781,-0.34799190905420113,0.6602056111606792,0,False,-0.2,other
E2F8_Hsapiens-jaspar2016-E2F8-MA0865.1,E2F8,8,0.02637634979642417,0.013548105138290528,0.48259667564156805,-0.8627058890288626,1.3453025646704306,0,False,0.28571428571428575,normal-suppression
E2F8_Hsapiens-jaspar2018-E2F8-MA0865.1,E2F8,4,0.0022747394215270745,0.0017737304560216298,1.5882075523284598,-0.3516677574281741,1.939875309756634,0,False,-0.39999999999999997,tumor-gain
E2F8_Hsapiens-jolma2013-E2F8,E2F8,6,0.0018354004093293764,0.0018354004093293764,0.0,0.0,0.0,0,True,0.7714285714285715,neutral
E2F_disc1 E2F1_HeLa-S3_encode-Snyder_seq_hsa_r1:MDscan#2#Intergenic,E2F1,10,1.0,0.5609140480188638,0.3233257987683237,-0.22423183705623112,0.5475576358245549,0,False,0.3939393939393939,other
E2F_disc2 E2F6_HeLa-S3_encode-Snyder_seq_hsa_r1:MDscan#1#Intergenic,E2F6,2,0.2137201248605494,0.16423768574645414,-0.0865868429792842,-0.3780563884194177,0.2914695454401335,0,False,,neutral
E2F_disc4 E2F4_K562b_encode-Snyder_seq_hsa_r1:MDscan#1#Intergenic,E2F4,10,0.8218008806751843,0.27159315208887874,-0.34003585251543794,-2.2619523562472317,1.9219165037317938,0,False,-0.5393939393939393,normal-suppression
E2F_disc5 E2F1_HeLa-S3_encode-Snyder_seq_hsa_HA_r1:Trawler#2#Intergenic,E2F1,4,0.04454941823917821,0.03294800723939222,1.0785587722262375,-0.3701548951758212,1.4487136674020586,0,False,0.0,tumor-gain
E2F_disc6 E2F4_K562b_encode-Snyder_seq_hsa_r1:MDscan#3#Intergenic,E2F4,6,1.0,1.0,0.0,0.0,0.0,0,True,0.3714285714285715,neutral
E2F_known1	E2F1_1	E2F_transfac_M00024,E2F1,10,1.0,1.0,0.0,0.0,0.0,0,True,,neutral
E2F_known10	E2F1_10	E2F-1:DP-1_transfac_M00736,E2F1,10,0.1373439273552781,0.1079655471723309,0.6923430035612687,-0.08412313214963747,0.7764661357109062,0,False,-0.34545454545454546,tumor-gain
E2F_known11	E2F1_11	E2F-1:DP-2_transfac_M00737,E2F1,10,0.02671383477769028,0.00531397358017685,1.1670410169723864,0.5720699144400541,0.5949711025323323,0,False,0.018293022999573125,tumor-gain
E2F_known12	E2F4_1	E2F-4:DP-1_transfac_M00738,E2F4,4,0.0031413737562885485,0.0031413737562885485,0.0,0.0,0.0,0,True,0.39999999999999997,neutral
E2F_known13	E2F4_2	E2F-4:DP-2_transfac_M00739,E2F4,9,0.0068264751696817845,0.0017127939546237219,0.6718525294244228,-0.19039501226748523,0.862247541691908,0,False,0.5166666666666667,tumor-gain
E2F_known15	E2F1_13	E2F_transfac_M00803,E2F1,3,0.18300653594771243,0.09222948438634714,1.0117252234586402,-0.1019676778643092,1.1136929013229495,0,False,,tumor-gain
E2F_known16	E2F1_14	E2F_transfac_M00918,E2F1,8,0.6672212978369385,0.22314722273747864,0.40713254297367507,-0.5913599958032303,0.9984925387769054,0,False,0.084343471224579,normal-suppression
E2F_known17	E2F1_15	E2F_transfac_M00919,E2F1,9,1.0,0.562178845874813,0.7846805048892888,-0.36679473600086054,1.1514752408901492,0,False,0.07531446678801507,tumor-gain
E2F_known18	E2F1_16	E2F_transfac_M00920,E2F1,9,1.0,0.5635638142665397,0.11000895440698402,-0.12088416112889808,0.2308931155358821,0,False,0.35983578576496095,neutral
E2F_known19	E2F1_17	E2F-1_transfac_M00938,E2F1,9,0.7506856152436951,0.4230330336996119,-0.03927988509626543,-0.325242091607282,0.28596220651101656,0,False,0.21281413268968716,neutral
E2F_known2	E2F1_2	E2F_transfac_M00050,E2F1,8,1.0,1.0,0.0,0.0,0.0,0,True,0.6831300510639734,neutral
E2F_known20	E2F1_18	E2F-1_transfac_M00939,E2F1,8,0.1932691048099939,0.12895694069311045,0.14863909461926644,-0.052705688272578,0.20134478289184443,0,False,0.27545404024004955,neutral
E2F_known21	E2F1_19	E2F-1_transfac_M00940,E2F1,10,1.0,0.4623232843605838,0.3491824942206687,-0.8469251691581293,1.1961076633787981,0,False,0.12884405501936824,normal-suppression
E2F_known23	E2F3_1	E2F3_bulyk_sc09-primary,E2F3,9,1.0,0.5846593300407443,0.9258259809372209,0.0711821135184219,0.854643867418799,0,False,0.016666666666666666,tumor-gain
E2F_known24	E2F3_2	E2F3_jolma_DBD_M75,E2F3,7,0.5911336360918527,0.5911336360918527,0.0,0.0,0.0,0,True,0.3214285714285715,neutral
E2F_known25	E2F3_3	E2F3_jolma_DBD_M76,E2F3,8,0.5778191330606226,0.4306077630923029,0.5856423741163719,-0.7172623758097383,1.3029047499261102,0,False,0.6428571428571429,tumor-gain
E2F_known26	E2F3_4	E2F3_jolma_DBD_M77,E2F3,4,0.8748323555910328,0.8748323555910328,0.0,0.0,0.0,0,True,0.7999999999999999,neutral
E2F_known27	E2F1_21	E2F1_jolma_DBD_M749,E2F1,7,1.0,0.22984543634080626,-0.42902233326886646,-1.1991841526817182,0.7701618194128517,0,False,0.3571428571428572,normal-suppression
E2F_known28	E2F1_22	E2F1_jolma_DBD_M750,E2F1,9,0.3579080260684337,0.22832780070459577,-0.31640879669065336,-1.019564393177048,0.7031555964863946,0,False,0.3,normal-suppression
E2F_known29	E2F4_3	E2F4_jolma_DBD_M752,E2F4,8,0.24886174699126837,0.008715510246815722,0.6749877338402115,0.19630205839698198,0.4786856754432295,0,False,0.0,neutral
E2F_known3	E2F1_3	E2F_transfac_M00425,E2F1,5,0.14395758483162083,0.14395758483162083,0.0,0.0,0.0,0,True,0.6668859288553503,neutral
E2F_known30	E2F4_4	E2F4_jolma_DBD_M753,E2F4,9,0.016330069953336718,0.006100867134439978,-0.003898611851653897,-0.6834803801691859,0.679581768317532,0,False,0.4686233489032049,normal-suppression
E2F_known4	E2F1_4	E2F_transfac_M00426,E2F1,9,0.18846407031152704,0.16965326057194718,0.5135265153787448,-0.5686178046054989,1.0821443199842438,0,False,0.049999999999999996,tumor-gain
E2F_known5	E2F1_5	E2F_transfac_M00427,E2F1,9,0.06004055694062634,0.040528282553713775,0.25357162757422463,-0.4673893351344919,0.7209609627087166,0,False,0.15126584522688322,other
E2F_known6	E2F1_6	E2F-1_transfac_M00428,E2F1,4,0.7148140184109353,0.7148140184109353,0.0,0.0,0.0,0,True,0.19999999999999998,neutral
E2F_known7	E2F1_7	E2F-1_transfac_M00430,E2F1,10,0.5012468827930174,0.02105952968873225,0.12538931189080543,-0.03208381545321474,0.15747312734402016,0,False,0.11657319263657127,neutral
E2F_known8	E2F1_8	E2F-1_transfac_M00431,E2F1,9,0.09155908172781348,0.06308581555097442,0.5895689845429405,0.5640138825584027,0.02555510198453781,0,False,0.16736548175114463,neutral
E2F_known9	E2F1_9	E2F_transfac_M00516,E2F1,9,1.0,0.6929927260748403,-0.014776686228964145,-0.1339190654660198,0.11914237923705566,0,False,0.47699162299076214,neutral
E4F1_1	E4F1_transfac_M00694,E4F1,10,1.0,0.250936329588015,0.4330031498721225,-0.3093010092240486,0.7423041590961711,0,False,-0.18251993707859557,other
E4F1_Hsapiens-HOCOMOCOv10-E4F1_HUMAN.H10MO.D,E4F1,10,1.0,0.6676636756397474,0.40271011401262585,0.36657827400640314,0.036131840006222715,0,False,0.7269324623814277,neutral
E4F1_Hsapiens-SwissRegulon-E4F1.SwissRegulon,E4F1,10,0.2060526807397716,0.12855540655289255,0.22933849385078556,-0.48195199346887224,0.7112904873196578,0,False,-0.1341488353302029,other
EBF1_Hsapiens-JASPAR_2014-EBF1-MA0154.2,EBF1,10,1.0,0.32714606174650107,0.7367105671962715,0.2665166727102337,0.47019389448603777,0,False,-0.0303030303030303,neutral
EBF1_Hsapiens-SwissRegulon-EBF1.SwissRegulon,EBF1,8,0.3135725429017161,0.18876755070202808,0.11418657551445617,-0.0266450106022693,0.14083158611672547,0,False,0.0,neutral
EBF1_Hsapiens-cisbp_1.02-M1968_1.02,EBF1,8,1.0,0.5851841052194119,-0.15132815768053007,-0.17711352901067517,0.025785371330145107,0,False,-0.07142857142857144,neutral
EBF1_Hsapiens-cisbp_1.02-M5364_1.02,EBF1,7,1.0,0.6026255307614173,0.2598076259464079,0.12995565301026524,0.12985197293614265,0,False,0.21428571428571433,neutral
EBF1_Hsapiens-cisbp_1.02-M6175_1.02,EBF1,10,1.0,0.871777537137939,2.0393944785484868,0.8036272639753136,1.235767214573173,0,False,0.2121212121212121,tumor-gain
EBF1_Hsapiens-hPDI-EBF1,EBF1,2,1.0,1.0,0.0,0.0,0.0,0,True,,neutral
EBF1_Hsapiens-jaspar2016-EBF1-MA0154.2,EBF1,7,0.3340533574596037,0.2514983383192764,1.2665686375119982,0.1469910364904852,1.119577601021513,0,False,-0.28571428571428575,tumor-gain
EBF1_Hsapiens-jaspar2016-EBF1-MA0154.3,EBF1,5,0.4791011802039954,0.34394848388588434,1.1998868869047576,-0.3031046240084638,1.5029915109132215,0,False,-0.7,tumor-gain
EBF1_Hsapiens-jaspar2018-EBF1-MA0154.2,EBF1,10,0.2333053779887199,0.18883182203105772,0.01125425765694594,-0.6317469711657654,0.6430012288227114,0,False,-0.38181818181818183,normal-suppression
EBF1_Hsapiens-jaspar2018-EBF1-MA0154.3,EBF1,9,0.392582729270413,0.2801390828385788,-1.7075687670459252,-2.371619246678285,0.6640504796323596,0,False,0.0,divergent
