pwm,tf,nvar,cons_aff,best_aff,dT,dN,dS,d_rep,same,rho,bucket
A1CF_Hsapiens-hPDI-ACF,A1CF,3,1.0,0.33422103861517977,0.3818730769678334,-0.13173174792669112,0.5136048248945245,0,False,,other
ABCF2_Hsapiens-hPDI-ABCF2,ABCF2,6,1.0,0.20095884938074357,5.727126618946889,4.786436327229251,0.9406902917176376,0,False,-0.02898855178262242,tumor-gain
ADARB1_Hsapiens-hPDI-ADARB1,ADARB1,5,1.0,0.500998003992016,1.439028684154245,1.0913956787212609,0.34763300543298414,0,False,,neutral
AFF4_Hsapiens-hPDI-AFF4,AFF4,3,1.0,0.6006389776357828,1.2899428401964252,0.9744164417737684,0.31552639842265684,0,False,,neutral
AFP_1	AFP1_transfac_M00616,AFP,6,0.6672212978369385,0.250936329588015,0.31934680414214683,-1.2912316885669206,1.6105784927090674,0,False,-0.3380617018914066,normal-suppression
AGAP2_Hsapiens-hPDI-CENTG1,AGAP2,5,1.0,0.6672212978369385,0.5416789918017917,-1.1832332731299713,1.724912264931763,0,False,0.7181848464596079,tumor-gain
AGGF1_Hsapiens-hPDI-AGGF1,AGGF1,9,0.6674426338543398,0.500873471425007,-0.36207219616340736,-1.0913549830271543,0.7292827868637469,0,False,0.04274909800354809,normal-suppression
"AHR::ARNT::HIF1A_1	AhR,-Arnt,-HIF-1_transfac_M00976",AHR,7,1.0,0.7411915171651595,1.56885296528044,1.0782616626664574,0.49059130261398254,0,False,0.03571428571428572,neutral
AHR::ARNT_1	AhR:Arnt_transfac_M00235,AHR,10,1.0,0.488599511802261,-0.700014252125389,-1.543521197699569,0.84350694557418,0,False,0.12727272727272726,divergent
AHR::ARNT_2	AhR:Arnt_transfac_M00237,AHR,10,1.0,0.5510185036369575,0.369325714495207,0.10348108425666172,0.2658446302385453,0,False,0.18237166310401937,neutral
AHR::ARNT_3	Arnt::Ahr_jaspar_MA0006.1,AHR,10,1.0,0.04447569300753753,-1.4432836569437113,-2.137876280051408,0.6945926231076969,0,False,0.03739787960033829,divergent
AHR_1	AhR_transfac_M00139,AHR,10,1.0,0.800357915465829,0.7218236894808355,-0.05606055231116327,0.7778842417919988,0,False,0.018349396085439344,tumor-gain
AHR_2	AhR_transfac_M00778,AHR,9,1.0,0.8576512455516012,2.157074022049212,1.845696845134319,0.311377176914893,0,False,0.2273366604543674,neutral
AHR_Hsapiens-HOCOMOCOv10-AHR_HUMAN.H10MO.B,AHR,10,1.0,0.6575036483307034,-0.15866256541706666,-0.8429439918257186,0.6842814264086519,0,False,0.3696969696969697,normal-suppression
AHR_Hsapiens-cisbp_1.02-M2917_1.02,AHR,10,1.0,1.0,0.0,0.0,0.0,0,True,0.16775364516494487,neutral
AHR_Hsapiens-cisbp_1.02-M6139_1.02,AHR,9,1.0,0.4669122053892383,1.2385493621380637,0.43452981667535867,0.804019545462705,0,False,-0.15,tumor-gain
AIRE_1	AIRE_transfac_M00999,AIRE,6,0.08638781019359444,5.926107948048526e-06,0.36395890299336003,-0.2263306553781906,0.5902895583715506,0,False,-0.3142857142857143,other
AIRE_Hsapiens-HOCOMOCOv10-AIRE_HUMAN.H10MO.C,AIRE,7,0.11372662362415341,0.04704255012381759,0.2099895416665768,-0.6845677580837691,0.8945572997503459,0,False,0.28571428571428575,normal-suppression
AIRE_Hsapiens-SwissRegulon-AIRE.SwissRegulon,AIRE,6,0.33667525242320795,0.002985333111802121,-0.07361183761610082,-0.6424035408691534,0.5687917032530526,0,False,-0.08571428571428573,normal-suppression
ALX1_1	Cart-1_transfac_M00416,ALX1,7,0.5843689931729303,0.4548362644891623,-0.13382774339178657,-0.5165951973591735,0.3827674539673869,0,False,-0.5714285714285715,neutral
ALX1_2	Cart1_bulyk_cell08-0997.1,ALX1,3,0.3352901571653853,0.19919820956730314,-0.014358466381845089,-0.291400784696574,0.2770423183147289,0,False,,neutral
ALX1_3	Cart1_bulyk_cell08-1275.1,ALX1,6,0.4408034732788027,0.08646937818718718,-0.32687965670057184,-0.9097959868090226,0.5829163301084508,0,False,-0.48571428571428577,normal-suppression
ALX1_4	Alx1_jolma_DBD_M454,ALX1,3,0.5082558364004448,0.44126904291390845,0.5550985304366163,-0.06015294530744768,0.6152514757440639,0,False,,tumor-gain
ALX1_5	Alx1_jolma_DBD_M455,ALX1,2,0.5657345290729299,0.5657345290729299,0.0,0.0,0.0,0,True,,neutral
ALX3_1	Alx3_bulyk_cell08-3418.2,ALX3,2,0.8507853340486267,0.8507853340486267,0.0,0.0,0.0,0,True,,neutral
ALX3_2	ALX3_jolma_DBD_M449,ALX3,10,0.9430250316349832,0.46000692374591545,0.5128084682123435,-0.3362236946947749,0.8490321629071185,0,False,-0.29696969696969694,tumor-gain
ALX3_3	ALX3_jolma_full_M450,ALX3,6,0.8868760763439179,0.48035724206601055,0.2613720552256267,0.11401632710270558,0.14735572812292108,0,False,0.028571428571428574,neutral
ALX3_Hsapiens-HOCOMOCOv10-ALX3_HUMAN.H10MO.D,ALX3,3,0.1017970254852894,0.08803520343492842,0.5849895476919962,-2.000294984520175,2.585284532212171,0,False,,tumor-gain
ALX3_Hsapiens-SwissRegulon-ALX3.SwissRegulon,ALX3,2,0.5673212000475527,0.5673212000475527,0.0,0.0,0.0,0,True,,neutral
ALX3_Hsapiens-jaspar2016-ALX3-MA0634.1,ALX3,4,0.4814954456830021,0.3189998258377594,0.23919953979807818,-0.35499026701910474,0.5941898068171829,0,False,0.6000000000000001,other
ALX3_Hsapiens-jaspar2018-ALX3-MA0634.1,ALX3,3,0.24202040765194005,0.24202040765194005,0.0,0.0,0.0,0,True,,neutral
ALX3_Hsapiens-jolma2013-ALX3,ALX3,7,0.08164007565103538,0.04052306737442808,0.3713731797362433,-0.5929967349026137,0.964369914638857,0,False,-0.39285714285714296,normal-suppression
ALX3_Hsapiens-jolma2013-ALX3-2,ALX3,2,0.11890048332470025,0.11890048332470025,0.0,0.0,0.0,0,True,,neutral
ALX4_2	Alx4_bulyk_cell08-1744.1,ALX4,7,0.3297689382377664,0.01789812265392863,0.3293710572664235,0.05727644893309834,0.27209460833332516,0,False,0.0,neutral
ALX4_3	ALX4_jolma_DBD_M452,ALX4,2,0.7556577628718658,0.7556577628718658,0.0,0.0,0.0,0,True,,neutral
ALX4_Hsapiens-SwissRegulon-ALX4.SwissRegulon,ALX4,3,0.21947464591343077,0.11961648836024943,1.101460044337889,-1.080935327869895,2.1823953722077842,0,False,,tumor-gain
ALX4_Hsapiens-jolma2013-ALX4,ALX4,3,0.19124924475619573,0.19124924475619573,0.0,0.0,0.0,0,True,,neutral
ANDR_Hsapiens-HOCOMOCOv10-ANDR_HUMAN.H10MO.A,AR,10,0.8172218769746551,0.11289393268564966,0.24174104047305078,-0.3572841475960841,0.5990251880691349,0,False,-0.33333333333333326,other
ANXA1_Hsapiens-hPDI-ANXA1,ANXA1,8,1.0,0.40083882564409884,1.3130556804448514,0.2847665675352537,1.0282891129095977,0,False,-0.5611425419454067,tumor-gain
AP1_Hsapiens-JASPAR_CORE-AP1-MA0099.2,JUN,7,0.07262091596518765,0.07262091596518765,0.0,0.0,0.0,0,True,0.6728384948943099,neutral
AP1_disc1 JUND_K562_encode-Snyder_seq_hsa_r1:MEME#1#Intergenic,JUND,9,1.0,0.9480302158957751,0.41218150430516937,-0.5659293951629071,0.9781108994680765,0,False,0.13333333333333333,normal-suppression
AP1_disc2 FOS_GM12878_encode-Snyder_seq_hsa_r1:MEME#1#Intergenic,FOS,10,1.0,0.3228548118492102,-0.5328589744059792,-0.6677902243997694,0.13493124999379025,0,False,0.11515151515151514,neutral
AP1_disc3 FOS_K562_encode-White_seq_hsa_eGFP_r1:MDscan#3#Intergenic,FOS,8,0.9775209938917888,0.7769095564985121,0.060346546135489114,-0.5303790433007762,0.5907255894362653,0,False,-0.523809523809524,normal-suppression
AP1_disc4 JUND_GM12878_encode-Snyder_seq_hsa_r1:AlignACE#2#Intergenic,JUND,4,1.0,0.5008414856644199,0.2818059520786384,0.1695536506239928,0.1122523014546456,0,False,0.0,neutral
AP1_disc5 FOS_K562_encode-White_seq_hsa_eGFP_r1:Trawler#3#Intergenic,FOS,6,1.0,0.3343749609584848,-0.7239948019209995,-1.4039129944660602,0.6799181925450607,0,False,-0.4285714285714286,divergent
AP1_disc6 JUND_H1-hESC_encode-Myers_seq_hsa_v041610.2_r1:MEME#2#Intergenic,JUND,10,1.0,0.5430917374221698,-0.2808125543756728,-0.7140860123163602,0.43327345794068733,0,False,0.18787878787878787,neutral
AP1_disc7 FOS_HUVEC_encode-Snyder_seq_hsa_r1:AlignACE#2#Intergenic,FOS,9,0.851159787680224,0.851159787680224,0.0,0.0,0.0,0,True,-0.15,neutral
AP1_disc9 FOSL1_K562_encode-Myers_seq_hsa_v041610.1-SC-183_r1:Trawler#3#Intergenic,FOS,9,1.0,0.026639344262295087,-1.287733878677759,-2.3468197438354044,1.0590858651576454,0,False,-0.26666666666666666,divergent
AP1_known1	AP1_2	AP-1_transfac_M00172,JUN,10,1.0,0.8574879168534155,-0.134165473944995,-0.5538292363781889,0.4196637624331939,0,False,0.5471149893120582,neutral
AP1_known10	AP1_1	AP1_jaspar_MA0099.2,JUN,5,1.0,1.0,0.0,0.0,0.0,0,True,0.09999999999999999,neutral
AP1_known2	AP1_3	AP-1_transfac_M00173,JUN,9,0.8337224812661934,0.5011651158946949,0.3296595264100722,-0.22218363517555953,0.5518431615856317,0,False,0.23732222626728364,other
AP1_known3	AP1_4	AP-1_transfac_M00174,JUN,10,1.0,0.47458904766032894,0.43360248892232545,0.3089360641947554,0.12466642472757006,0,False,0.0303030303030303,neutral
AP1_known4	AP1_5	AP-1_transfac_M00188,JUN,10,0.6009183469754442,0.4177821054101569,0.07248408198244108,-0.265458883273441,0.3379429652558821,0,False,-0.16052135375827115,neutral
AP1_known5	AP1_6	AP-1_transfac_M00199,JUN,10,0.6396918021371628,0.23557544121046253,0.3646546622900628,-0.5957403459012308,0.9603950081912936,0,False,-0.2606060606060606,normal-suppression
AP1_known6	AP1_7	AP-1_transfac_M00517,JUN,10,1.0,1.0,0.0,0.0,0.0,0,True,0.406060606060606,neutral
AP1_known7	AP1_8	AP-1_transfac_M00924,JUN,8,0.9233486948580616,0.8576116431088463,0.007140059562634219,-0.31281933294056685,0.31995939250320105,0,False,0.30122668294492494,neutral
AP1_known8	AP1_9	AP-1_transfac_M00925,JUN,7,0.6612094193182152,0.6612094193182152,0.0,0.0,0.0,0,True,0.3214285714285715,neutral
AP1_known9	AP1_10	AP-1_transfac_M00926,JUN,8,0.6259283165290421,0.6051449076444068,0.24592298702406656,0.08275143643833958,0.16317155058572697,0,False,0.4285714285714286,neutral
AP2A_Hsapiens-HOCOMOCOv10-AP2A_HUMAN.H10MO.C,TFAP2A,9,1.0,0.40365715805572167,0.3849315148145332,-0.4031719499904424,0.7881034648049756,0,False,-0.21666666666666667,other
AP2B_Hsapiens-HOCOMOCOv10-AP2B_HUMAN.H10MO.B,TFAP2B,2,0.5070951323815148,0.4511874897941221,-0.5533804199867641,-0.5562999893753844,0.002919569388620258,0,False,,neutral
AP2C_Hsapiens-HOCOMOCOv10-AP2C_HUMAN.H10MO.A,TFAP2C,10,1.0,0.7002583979328166,0.08764889280599893,-0.013231961990102853,0.10088085479610177,0,False,0.32121212121212117,neutral
AP3_1	AP-3_transfac_M00690,AP3,6,1.0,0.6672754389656971,-0.47430673572928467,-0.9916453793527464,0.5173386436234617,0,False,-0.08571428571428573,normal-suppression
APEX2_Hsapiens-hPDI-APEX2,APEX2,7,1.0,0.3343318355799629,0.8361185186287492,-0.1390878285774101,0.9752063472061593,0,False,0.396412483586046,tumor-gain
ARFGAP1_Hsapiens-hPDI-ARFGAP1,ARFGAP1,7,1.0,0.6672212978369385,0.4555097665895195,0.3607592468056529,0.09475051978386662,0,False,-0.14969623771302396,neutral
ARHGEF12_1	IRC900814_bulyk_sc09-primary,ARHGEF12,7,0.7246549348546012,0.5697885652028112,-0.3710937277207426,-2.362782391663309,1.9916886639425664,0,False,-0.5,normal-suppression
ARI3A_Hsapiens-HOCOMOCOv10-ARI3A_HUMAN.H10MO.D,ARID3A,6,0.5090486287196486,0.16218548486527493,0.8558443787304246,-0.8362935401869109,1.6921379189173356,0,False,-0.028571428571428574,tumor-gain
ARI3A_Hsapiens-HOCOMOCOv10-ARI3A_HUMAN.H10MO.S,ARID3A,3,0.44540984212666807,0.44540984212666807,0.0,0.0,0.0,0,True,,neutral
ARI5B_Hsapiens-HOCOMOCOv10-ARI5B_HUMAN.H10MO.C,ARID5B,9,1.0,0.25093662109682935,0.14472671804345785,-0.50314076621726,0.6478674842607178,0,False,-0.25,normal-suppression
ARID3A_Hsapiens-SwissRegulon-ARID3A.SwissRegulon,ARID3A,2,0.07257106791324813,0.07257106791324813,0.0,0.0,0.0,0,True,,neutral
ARID3A_Hsapiens-cisbp_1.02-M6147_1.02,ARID3A,2,0.293521187685504,0.051911620981361706,0.5779246073849036,-1.3878259752538775,1.965750582638781,0,False,,tumor-gain
ARID3A_Hsapiens-cisbp_1.02-M6148_1.02,ARID3A,2,0.0895295010991934,0.018473962296949354,-0.28019577386267885,-0.8116428742389569,0.531447100376278,0,False,,normal-suppression
ARID5A_1	Arid5a_bulyk_sc09-primary,ARID5A,4,0.938587709169809,0.6178989622196875,0.9269983312454969,-0.11867236284426577,1.0456706940897627,0,False,-1.0,tumor-gain
ARID5A_Hsapiens-SwissRegulon-ARID5A.SwissRegulon,ARID5A,6,0.9181285733720771,0.9181285733720771,0.0,0.0,0.0,0,True,-0.08571428571428573,neutral
ARID5B_Hsapiens-cisbp_1.02-M3574_1.02,ARID5B,4,0.6673320026613433,0.5723449750534572,0.19591555238589453,-1.5130676851757867,1.7089832375616814,0,False,-0.316227766016838,normal-suppression
ARID5B_Hsapiens-cisbp_1.02-M6149_1.02,ARID5B,6,1.0,1.0,0.0,0.0,0.0,0,True,0.5428571428571429,neutral
ARNT2_Hsapiens-HOCOMOCOv10-ARNT2_HUMAN.H10MO.D,ARNT,6,0.778221335107563,0.6673320026613433,0.7112371073188243,-0.38196922456949056,1.093206331888315,0,False,-0.08571428571428573,tumor-gain
ARNT2_Hsapiens-cisbp_1.02-M6150_1.02,ARNT,5,0.7905449527494063,0.4696893067995357,-0.35073039373372655,-0.8741174882576037,0.5233870945238772,0,False,-0.7999999999999999,normal-suppression
ARNT::HIF1A_Mmusculus;Rrattus;Hsapiens;Ocuniculus-jaspar2018-ARNT::HIF1A-MA0259.1,ARNT,8,0.1783393123189728,0.08756390082213435,0.24347261576960189,-0.9147776492218325,1.1582502649914344,0,False,-0.7380952380952381,normal-suppression
ARNTL_1	ARNTL_jolma_DBD_M306,ARNT,9,0.019690612435137197,0.0023309912717893564,-1.188828876537571,-2.547883958137573,1.359055081600002,0,False,0.0,divergent
ARNTL_Hsapiens-SwissRegulon-ARNTL.SwissRegulon,ARNT,10,0.380236428325491,0.2411912535946785,0.1320315070535953,-2.208461572072226,2.340493079125821,0,False,0.12727272727272726,normal-suppression
ARNTL_Hsapiens-cisbp_1.02-M5290_1.02,ARNT,10,0.00242936121422652,8.95350080859763e-05,0.55763542558976,0.40825406970318046,0.14938135588657953,0,False,-0.13939393939393938,neutral
ARNTL_Hsapiens-cisbp_1.02-M6162_1.02,ARNT,10,1.0,0.3410892618140639,0.22301755202121062,-1.7073678403934585,1.930385392414669,0,False,-0.33333333333333326,normal-suppression
ARNTL_Hsapiens-hPDI-ARNTL,ARNT,10,1.0,0.3344425956738769,-0.5727096261239303,-0.8890312821110218,0.3163216559870915,0,False,-0.2454578464160423,neutral
ARNTL_Hsapiens-jolma2013-ARNTL,ARNT,8,0.0004984016637930583,0.00039262881494054176,0.6963983518082476,0.14187164396254778,0.5545267078456998,0,False,0.6666666666666669,tumor-gain
ARNT_1	Arnt_transfac_M00236,ARNT,10,0.46875348487560725,0.2530497893857663,0.7605305193851046,-1.1282814614746652,1.8888119808597699,0,False,0.11515151515151514,tumor-gain
ARNT_2	Arnt_transfac_M00539,ARNT,10,0.09168178424537576,0.025524146195353627,0.04611421629578722,-1.818299590501427,1.8644138067972142,0,False,-0.5636363636363636,normal-suppression
ARNT_3	Arnt_jaspar_MA0004.1,ARNT,3,0.250936329588015,0.013457153321754749,-0.182122213411095,-0.2248799857594718,0.0427577723483768,0,False,,neutral
ARNT_Hsapiens-HOCOMOCOv10-ARNT_HUMAN.H10MO.B,ARNT,10,0.2243369537231882,0.1168107533676078,1.8225389634449163,1.138891210632517,0.6836477528123992,0,False,-0.09090909090909088,tumor-gain
ARNT_Hsapiens-SwissRegulon-ARNT.SwissRegulon,ARNT,9,0.0876399089094149,0.0876399089094149,0.0,0.0,0.0,0,True,0.18333333333333335,neutral
ARNT_Hsapiens-cisbp_1.02-M2956_1.02,ARNT,9,0.3887967896943904,0.08906758200155607,-0.07524956171946338,-1.3462491496782334,1.27099958795877,0,False,-0.08333333333333334,normal-suppression
ARNT_Hsapiens-cisbp_1.02-M2957_1.02,ARNT,10,0.225688077850362,0.023466442387438783,-0.08586421653196041,-2.4181844182669443,2.332320201734984,0,False,-0.38181818181818183,normal-suppression
ARNT_Hsapiens-cisbp_1.02-M6151_1.02,ARNT,9,0.8400114217235799,0.3447315189782578,1.796364069172592,1.1573200452371073,0.6390440239354847,0,False,0.33333333333333337,tumor-gain
ARX_1	Arx_bulyk_cell08-1738.2,ARX,8,0.7461638045037728,0.7461638045037728,0.0,0.0,0.0,0,True,0.8571428571428572,neutral
ARX_Hsapiens-HOCOMOCOv10-ARX_HUMAN.H10MO.D,ARX,7,0.14365138600035599,0.08742246173957005,0.6513616457089718,-0.6104060036295219,1.2617676493384937,0,False,-0.07142857142857144,tumor-gain
ARX_Hsapiens-SwissRegulon-ARX.SwissRegulon,ARX,2,0.211670565893941,0.1383944255735339,0.9005654764440524,0.7570937311636317,0.14347174528042073,0,False,,neutral
AR_Hsapiens-JASPAR_2014-AR-MA0007.2,AR,8,0.7264318561278976,0.30419216717500236,0.028139951783960174,-0.8426403576887014,0.8707803094726616,0,False,-0.5000000000000001,normal-suppression
AR_Hsapiens-SwissRegulon-AR.SwissRegulon,AR,10,0.9405870853075936,0.9405870853075936,0.0,0.0,0.0,0,True,0.43030303030303024,neutral
AR_Hsapiens-jaspar2016-AR-MA0007.2,AR,7,0.9810424030288826,0.23944424802418454,0.5689923181094179,-0.02007078700684958,0.5890631051162675,0,False,-0.3571428571428572,tumor-gain
AR_Hsapiens-jaspar2018-AR-MA0007.2,AR,8,0.9936808010096274,0.6667762869061616,0.2956572920006469,0.1680282786010402,0.1276290133996067,0,False,0.07142857142857144,neutral
AR_Hsapiens-jolma2013-AR,AR,9,0.5876771568236265,0.10209995619586434,0.08639212042001114,-0.3398778906090079,0.42627001102901907,0,False,-0.35,neutral
AR_Hsapiens-jolma2013-AR-2,AR,8,1.0,0.49836805612050733,-0.061022677883760736,-0.34460736269921166,0.2835846848154509,0,False,0.11904761904761905,neutral
ASAP3_Hsapiens-hPDI-DDEFL1,ASAP3,10,1.0,1.0,0.0,0.0,0.0,0,True,,neutral
ASCL1_Hsapiens-jaspar2018-ASCL1-MA1100.1,ASCL1,8,0.7945696372081394,0.7945696372081394,0.0,0.0,0.0,0,True,0.04761904761904763,neutral
ASCL2_1	Ascl2_bulyk_sc09-primary,ASCL2,8,0.26218436998300176,0.02322261494538775,0.4595854393268528,-0.4313022686349288,0.8908877079617816,0,False,-0.6190476190476191,other
ASCL2_2	Ascl2_jolma_DBD_M307,ASCL2,10,1.0,0.3404420064083424,0.3756425516670036,-3.263824406401425,3.6394669580684287,0,False,-0.17575757575757575,normal-suppression
ASCL2_Hsapiens-HOCOMOCOv10-ASCL2_HUMAN.H10MO.D,ASCL2,7,0.844139650872818,0.844139650872818,0.0,0.0,0.0,0,True,0.3571428571428572,neutral
ASCL2_Hsapiens-SwissRegulon-ASCL2.SwissRegulon,ASCL2,8,0.7307797648487825,0.0019585443635069927,-0.1258677356213015,-0.8101467082023176,0.6842789725810161,0,False,-0.2380952380952381,normal-suppression
ASPSCR1_Hsapiens-hPDI-ASPSCR1,ASPSCR1,4,1.0,1.0,0.0,0.0,0.0,0,True,,neutral
ATF1_Hsapiens-HOCOMOCOv10-ATF1_HUMAN.H10MO.B,ATF1,9,0.9930795847750865,0.8444924406047515,0.5041379171482764,-0.05531472165926937,0.5594526388075458,0,False,0.18333333333333335,tumor-gain
ATF1_Hsapiens-SwissRegulon-ATF1.SwissRegulon,ATF1,9,0.2118585761082764,0.1604425818289022,0.40647216746015025,0.2849790400556945,0.12149312740445573,0,False,-0.21849510977216466,neutral
ATF1_Hsapiens-cisbp_1.02-M6152_1.02,ATF1,10,0.49520444220090887,0.3549816143909417,0.29720041287925264,0.24636330095833478,0.05083711192091786,0,False,0.4403855060505442,neutral
ATF2_1	ATF2_transfac_M00040,ATF2,7,1.0,0.005526040424749842,-0.00013922771623795714,-0.63160850926269,0.631469281546452,0,False,0.3571428571428572,normal-suppression
ATF2_2	ATF2_transfac_M00179,ATF2,8,1.0,0.5008725973002767,0.5760597070055203,0.18817806281527624,0.38788164419024407,0,False,-0.614502433207647,neutral
ATF2_3	ATF2:c-Jun_transfac_M00041,ATF2,9,0.0510205286968997,0.02604718690166693,0.2998224255790512,0.11839136787387484,0.18143105770517637,0,False,0.008587567332159077,neutral
ATF2_Hsapiens-HOCOMOCOv10-ATF2_HUMAN.H10MO.B,ATF2,7,0.14938320254575665,0.07596944542820469,1.6348765370507747,1.210508685352053,0.4243678516987217,0,False,0.0,neutral
ATF2_Hsapiens-SwissRegulon-ATF2.SwissRegulon,ATF2,7,0.06772451925461487,0.055194428363712224,0.6572884724394047,-1.040638382694913,1.6979268551343178,0,False,-0.14285714285714288,tumor-gain
ATF2_Hsapiens-cisbp_1.02-M3087_1.02,ATF2,4,0.002520863460724503,0.0012184591633315563,2.24596024696486,1.704932124830757,0.5410281221341029,0,False,0.6000000000000001,tumor-gain
ATF2_Hsapiens-cisbp_1.02-M3088_1.02,ATF2,10,0.37587385290117276,0.33430430899567315,-0.2925035917337798,-0.5546246525270223,0.2621210607932425,0,False,0.11328823680740414,neutral
ATF3_Hsapiens-HOCOMOCOv10-ATF3_HUMAN.H10MO.A,ATF3,7,0.37410876628784573,0.37410876628784573,0.0,0.0,0.0,0,True,0.1785714285714286,neutral
ATF3_Hsapiens-SwissRegulon-ATF3.SwissRegulon,ATF3,10,0.2808873935419618,0.168912375611309,1.9397518457184373,-0.1768603927706618,2.116612238489099,0,False,0.01818181818181818,tumor-gain
ATF3_Hsapiens-cisbp_1.02-M4451_1.02,ATF3,10,0.3213931479328431,0.1337854843229392,0.06226780016079404,-0.6376377670498582,0.6999055672106522,0,False,-0.2121212121212121,normal-suppression
ATF3_Hsapiens-cisbp_1.02-M4500_1.02,ATF3,10,0.28386481749131276,0.09544823433706866,0.8559442514662724,0.46777100485142137,0.38817324661485103,0,False,-0.35757575757575755,neutral
ATF3_Hsapiens-cisbp_1.02-M4552_1.02,ATF3,10,0.1151772965272932,0.05418568740667687,1.3918082773018385,0.9289183607549973,0.4628899165468412,0,False,-0.34545454545454546,neutral
ATF3_Hsapiens-cisbp_1.02-M4597_1.02,ATF3,10,1.0,0.3042335664795438,0.24104987423347296,0.024855650037845945,0.216194224195627,0,False,0.4424242424242424,neutral
ATF3_Hsapiens-cisbp_1.02-M4683_1.02,ATF3,10,0.10875084344527366,0.06435462442045199,0.4815467316897685,-1.0526657750810153,1.534212506770784,0,False,-0.22424242424242422,normal-suppression
ATF3_Hsapiens-cisbp_1.02-M4684_1.02,ATF3,10,0.4749683839434377,0.03872375931357511,-0.10219886707782645,-1.1105437448764017,1.0083448777985753,0,False,-0.19999999999999998,normal-suppression
ATF3_Hsapiens-cisbp_1.02-M6153_1.02,ATF3,10,1.0,0.7625105913365374,1.1718854537565655,-0.1763426274742964,1.3482280812308618,0,False,0.09090909090909088,tumor-gain
ATF3_disc1 ATF3_GM12878_encode-Myers_seq_hsa_r1:MDscan#1#Intergenic,ATF3,10,0.059908307023875694,0.027654497569160316,-0.0965553419569731,-0.11195832610697558,0.015402984150002477,0,False,0.6363636363636362,neutral
ATF3_disc2 ATF3_K562_encode-Snyder_seq_hsa_r1:MEME#3#Intergenic,ATF3,2,0.06257552522130795,0.06257552522130795,0.0,0.0,0.0,0,True,,neutral
ATF3_disc3 ATF3_H1-hESC_encode-Myers_seq_hsa_v041610.2_r1:Trawler#3#Intergenic,ATF3,4,1.0,1.0,0.0,0.0,0.0,0,True,0.39999999999999997,neutral
ATF3_known1	ATF1_1	ATF_transfac_M00017,ATF3,10,1.0,1.0,0.0,0.0,0.0,0,True,0.01823716631040194,neutral
ATF3_known10	ATF1_3	ATF1_transfac_M00691,ATF3,10,1.0,0.45087536619755064,-0.014366147945351246,-0.37228012339007177,0.35791397544472053,0,False,0.08510677611520903,neutral
ATF3_known11	CREB1_7	CREB_transfac_M00801,ATF3,10,1.0,1.0,0.0,0.0,0.0,0,True,0.324172664176095,neutral
ATF3_known12	CREB1_8	CREB_transfac_M00916,ATF3,10,1.0,0.5843038752615982,0.1012183364854582,-0.08207807131792065,0.18329640780337886,0,False,-0.08536744066467457,neutral
ATF3_known13	CREB1_9	CREB_transfac_M00917,ATF3,9,1.0,0.6323529411764707,1.0778573657335575,0.41031680021427547,0.6675405655192821,0,False,-0.11666666666666665,tumor-gain
"ATF3_known14	CREB_1	CREB,-ATF_transfac_M00981",ATF3,8,1.0,0.3365822376837274,0.1799833241798469,0.06526333805606244,0.11471998612378445,0,False,-0.14285714285714288,neutral
ATF3_known15	CREB1_10	CREB1_jaspar_MA0018.2,ATF3,10,0.1121960687612765,0.047433728131574,0.2618185684222613,-0.4663170980228797,0.728135666445141,0,False,-0.17021355223041806,other
ATF3_known16	ATF1_4	Atf1_bulyk_sc09-primary,ATF3,10,1.0,0.6268011037440988,0.2670970307498286,0.19568777537197415,0.07140925537785445,0,False,0.3939393939393939,neutral
ATF3_known2	CREB1_1	CREB_transfac_M00039,ATF3,10,1.0,0.060426731970157035,0.9503822891089678,-0.12220581380755427,1.072588102916522,0,False,0.04242424242424241,tumor-gain
ATF3_known3	CREB1_2	CREB_transfac_M00113,ATF3,10,1.0,1.0,0.0,0.0,0.0,0,True,-0.03776274560246805,neutral
ATF3_known4	CREB1_3	Tax/CREB_transfac_M00114,ATF3,8,1.0,0.8006763396336382,1.110415541745142,0.8820531195961182,0.2283624221490238,0,False,-0.21957751641341997,neutral
ATF3_known5	CREB1_4	Tax/CREB_transfac_M00115,ATF3,7,0.6672212978369385,0.16743006350215311,-0.03179583971832097,-0.2708680237519479,0.23907218403362693,0,False,-0.1468446196428705,neutral
ATF3_known6	CREB1_5	CREB_transfac_M00177,ATF3,10,1.0,0.8006000005982059,0.19733016879327667,-0.36149691622776864,0.5588270850210453,0,False,-0.37310438707059995,other
ATF3_known7	CREB1_6	CREB_transfac_M00178,ATF3,10,0.8575498575498577,0.8003992015968064,0.23206524264235245,-0.2635169827178797,0.49558222536023216,0,False,0.037043389328831805,neutral
ATF3_known8	ATF1_2	ATF_transfac_M00338,ATF3,10,1.0,1.0,0.0,0.0,0.0,0,True,0.16363636363636364,neutral
ATF3_known9	ATF3_1	ATF3_transfac_M00513,ATF3,9,1.0,0.5008725973002766,0.4970882720916252,-0.33599058301860324,0.8330788551102284,0,False,-0.4472932204619527,other
ATF4_1	ATF4_transfac_M00514,ATF4,10,1.0,1.0,0.0,0.0,0.0,0,True,0.5475598112357867,neutral
ATF4_2	ATF4_jolma_DBD_M352,ATF4,5,1.0,0.3734627765690645,1.4209632016556326,0.11609037854901616,1.3048728231066165,0,False,-0.49999999999999994,tumor-gain
